label,tweet,cleaning,normalisasi,tokenisasi,stopword_removal
anger,"Logika aja katanya, tapi tweetnya muter-muter di situ aja. Pakai perbandingan Nikita Mirzani dan DP lagi. Yaelah. Kecoak terbang! [URL]",logika aja katanya tapi tweetnya mutermuter di situ aja pakai perbandingan nikita mirzani dan dp lagi yaelah kecoak terbang url,logika saja katanya tapi tweetnya mutermuter di situ saja pakai perbandingan nikita mirzani dan dp lagi yaelah kecoak terbang url,"['logika', 'saja', 'katanya', 'tapi', 'tweetnya', 'mutermuter', 'di', 'situ', 'saja', 'pakai', 'perbandingan', 'nikita', 'mirzani', 'dan', 'dp', 'lagi', 'yaelah', 'kecoak', 'terbang', 'url']",logika tweetnya mutermuter situ pakai perbandingan nikita mirzani dp yaelah kecoak terbang
happy,Lorenzo udah cukup puas bisa lakuin sesuatu yang Rossi gak bisa. Yaitu juara bersama Ducati. Tahun depan ke Honda utk bisa juara di 3 pabrikan. Syukur2 bisa juara dunia lagi.,lorenzo udah cukup puas bisa lakuin sesuatu yang rossi gak bisa yaitu juara bersama ducati tahun depan ke honda utk bisa juara di pabrikan syukur bisa juara dunia lagi,lorenzo sudah cukup puas bisa melakukan sesuatu yang rossi tidak bisa yaitu juara bersama ducati tahun depan ke honda untuk bisa juara di pabrikan syukur bisa juara dunia lagi,"['lorenzo', 'sudah', 'cukup', 'puas', 'bisa', 'melakukan', 'sesuatu', 'yang', 'rossi', 'tidak', 'bisa', 'yaitu', 'juara', 'bersama', 'ducati', 'tahun', 'depan', 'ke', 'honda', 'untuk', 'bisa', 'juara', 'di', 'pabrikan', 'syukur', 'bisa', 'juara', 'dunia', 'lagi']",lorenzo puas rossi juara ducati honda juara pabrikan syukur juara dunia
sadness,[USERNAME] Hatiku loh rek. Gemeter gimana gitu nontonya :'( palagi dicermati liriknya begini Yang gak punya rasa arema sejati mah takkan rasain [URL],username hatiku loh rek gemeter gimana gitu nontonya palagi dicermati liriknya begini yang gak punya rasa arema sejati mah takkan rasain url,username hatiku loh rek gemeter bagaimana begitu menontonnya palagi dicermati liriknya begini yang tidak punya rasa arema sejati mah takkan merasai url,"['username', 'hatiku', 'loh', 'rek', 'gemeter', 'bagaimana', 'begitu', 'menontonnya', 'palagi', 'dicermati', 'liriknya', 'begini', 'yang', 'tidak', 'punya', 'rasa', 'arema', 'sejati', 'mah', 'takkan', 'merasai', 'url']",hatiku rek gemeter menontonnya palagi dicermati liriknya arema sejati mah takkan merasai
happy,kurang rakus apa kita masih belum datang 1piza laginadianti #pasta #piza,kurang rakus apa kita masih belum datang piza laginadianti pasta piza,kurang rakus apa kita masih belum datang piza laginadianti pasta piza,"['kurang', 'rakus', 'apa', 'kita', 'masih', 'belum', 'datang', 'piza', 'laginadianti', 'pasta', 'piza']",rakus piza laginadianti pasta piza
sadness,iya ya kok saya bodoh si dana jatuh dilubang yang sama wkwk tidak-kuat nih saya begini mulu! capai,iya ya kok saya bodoh si dana jatuh dilubang yang sama wkwk tidakkuat nih saya begini mulu capai,iya ya kok saya bodoh sih dana jatuh dilubang yang sama wkwk tidakkuat nih saya begini mulu capai,"['iya', 'ya', 'kok', 'saya', 'bodoh', 'sih', 'dana', 'jatuh', 'dilubang', 'yang', 'sama', 'wkwk', 'tidakkuat', 'nih', 'saya', 'begini', 'mulu', 'capai']",ya bodoh dana jatuh dilubang wkwk tidakkuat mulu capai
sadness,jengjeng nyanyi pakai okulele simak oh simak susah amat sih lu-_-,jengjeng nyanyi pakai okulele simak oh simak susah amat sih lu,jengjeng nyanyi pakai okulele simak oh simak susah amat sih kamu,"['jengjeng', 'nyanyi', 'pakai', 'okulele', 'simak', 'oh', 'simak', 'susah', 'amat', 'sih', 'kamu']",jengjeng nyanyi pakai okulele simak oh simak susah
anger,godan shoping yang terkutuk sebel~,godan shoping yang terkutuk sebel,godan shoping yang terkutuk sebel,"['godan', 'shoping', 'yang', 'terkutuk', 'sebel']",godan shoping terkutuk sebel
anger,hahahaha alay kamu ngancem nya ngereport spam segala,hahahaha alay kamu ngancem nya ngereport spam segala,hahahaha alay kamu ngancem ya ngereport spam segala,"['hahahaha', 'alay', 'kamu', 'ngancem', 'ya', 'ngereport', 'spam', 'segala']",hahahaha alay ngancem ya ngereport spam
anger,anak nevolone marah grgr anton!,anak nevolone marah grgr anton,anak nevolone marah anton,"['anak', 'nevolone', 'marah', 'anton']",anak nevolone marah anton
sadness,kurang pengertian bisa mencintai bisa juga membenci namun tidak-pernah mau mengenal,kurang pengertian bisa mencintai bisa juga membenci namun tidakpernah mau mengenal,kurang pengertian bisa mencintai bisa juga membenci namun tidakpernah mau mengenal,"['kurang', 'pengertian', 'bisa', 'mencintai', 'bisa', 'juga', 'membenci', 'namun', 'tidakpernah', 'mau', 'mengenal']",pengertian mencintai membenci tidakpernah mengenal
happy,pastinya donk! semangat ya feminis muda belajar ict nya olvyt,pastinya donk semangat ya feminis muda belajar ict nya olvyt,pastinya dong semangat ya feminis muda belajar ict ya olvyt,"['pastinya', 'dong', 'semangat', 'ya', 'feminis', 'muda', 'belajar', 'ict', 'ya', 'olvyt']",pastinya semangat ya feminis muda belajar ict ya olvyt
happy,sore kak rica ^_^ sudah makan kan :d semangat terus ya kak :),sore kak rica sudah makan kan d semangat terus ya kak,sore kak rica sudah makan kan di semangat terus ya kak,"['sore', 'kak', 'rica', 'sudah', 'makan', 'kan', 'di', 'semangat', 'terus', 'ya', 'kak']",sore kak rica makan semangat ya kak
happy,amin mokasih yo enak :) selamat ulang tahun da ade sukses selalu :D,amin mokasih yo enak selamat ulang tahun da ade sukses selalu d,amin mokasih ya enak selamat ulang tahun dah adek sukses selalu di,"['amin', 'mokasih', 'ya', 'enak', 'selamat', 'ulang', 'tahun', 'dah', 'adek', 'sukses', 'selalu', 'di']",amin mokasih ya enak selamat ulang dah adek sukses
happy,hore hihi moment sekali ye capai sih tapi menyenangkan,hore hihi moment sekali ye capai sih tapi menyenangkan,hore hihi moment sekali ye capai sih tapi menyenangkan,"['hore', 'hihi', 'moment', 'sekali', 'ye', 'capai', 'sih', 'tapi', 'menyenangkan']",hore hihi moment ye capai menyenangkan
happy,haha iya deh sudah tidur saja :p bagen sehat wkwk,haha iya deh sudah tidur saja p bagen sehat wkwk,haha iya deh sudah tidur saja p bagen sehat wkwk,"['haha', 'iya', 'deh', 'sudah', 'tidur', 'saja', 'p', 'bagen', 'sehat', 'wkwk']",haha tidur p bagen sehat wkwk
sadness,punya tiket gratis nonton di blitz tapi tidak-ada yang ngajakin nonton ginidah angus,punya tiket gratis nonton di blitz tapi tidakada yang ngajakin nonton ginidah angus,punya tiket gratis menonton di blitz tapi tidakada yang ngajakin menonton ginidah angus,"['punya', 'tiket', 'gratis', 'menonton', 'di', 'blitz', 'tapi', 'tidakada', 'yang', 'ngajakin', 'menonton', 'ginidah', 'angus']",tiket gratis menonton blitz tidakada ngajakin menonton ginidah angus
sadness,habis manis sepah dibuang ngomongnya manis ujung-ujungnya cuma drama saja,habis manis sepah dibuang ngomongnya manis ujungujungnya cuma drama saja,habis manis sepah dibuang mengomongnya manis ujungujungnya cuma drama saja,"['habis', 'manis', 'sepah', 'dibuang', 'mengomongnya', 'manis', 'ujungujungnya', 'cuma', 'drama', 'saja']",habis manis sepah dibuang mengomongnya manis ujungujungnya drama
happy,semalam ada penonton sebelah saya pas lagu parklife dia sing along-nya benar wasweswoswasweswos parklife ! :),semalam ada penonton sebelah saya pas lagu parklife dia sing alongnya benar wasweswoswasweswos parklife,semalam ada penonton sebelah saya pas lagu parklife dia sing alongnya benar wasweswoswasweswos parklife,"['semalam', 'ada', 'penonton', 'sebelah', 'saya', 'pas', 'lagu', 'parklife', 'dia', 'sing', 'alongnya', 'benar', 'wasweswoswasweswos', 'parklife']",semalam penonton sebelah pas lagu parklife sing alongnya wasweswoswasweswos parklife
happy,oke terima kasih :),oke terima kasih,oke terima kasih,"['oke', 'terima', 'kasih']",oke terima kasih
happy,alhamdulilah tmksh tiara u to cantik dart ava oy,alhamdulilah tmksh tiara u to cantik dart ava oy,alhamdulilah tmksh tiara lu tapi cantik dart ava oy,"['alhamdulilah', 'tmksh', 'tiara', 'lu', 'tapi', 'cantik', 'dart', 'ava', 'oy']",alhamdulilah tmksh tiara lu cantik dart ava oy
happy,dari dulu saya pacaran cuma dapat rugi dan sekarang sudah terbayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil,dari dulu saya pacaran cuma dapat rugi dan sekarang sudah terbayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil,dari dulu saya pacaran cuma dapat rugi dan sekarang sudah terbayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil,"['dari', 'dulu', 'saya', 'pacaran', 'cuma', 'dapat', 'rugi', 'dan', 'sekarang', 'sudah', 'terbayar', 'dengan', 'kebahagian', 'yang', 'luar', 'biasa', 'terima', 'kasih', 'alah', 'engkau', 'memang', 'adil']",pacaran rugi terbayar kebahagian terima kasih alah engkau adil
anger,oke lupain saya saja ya! urusin adek2an kamu saja gih,oke lupain saya saja ya urusin adekan kamu saja gih,oke melupakan saya saja ya urus adekan kamu saja gih,"['oke', 'melupakan', 'saya', 'saja', 'ya', 'urus', 'adekan', 'kamu', 'saja', 'gih']",oke melupakan ya urus adekan gih
happy,lagu ini kayaknya lagi hits sangat ! memang enak sih ensenang just give me a reason by p!nk (at kara's rom),lagu ini kayaknya lagi hits sangat memang enak sih ensenang just give me a reason by pnk at karas rom,lagu ini kayaknya lagi hits sangat memang enak sih ensenang just give me a reason by pnk at karas rom,"['lagu', 'ini', 'kayaknya', 'lagi', 'hits', 'sangat', 'memang', 'enak', 'sih', 'ensenang', 'just', 'give', 'me', 'a', 'reason', 'by', 'pnk', 'at', 'karas', 'rom']",lagu kayaknya hits enak ensenang just give me a reason by pnk at karas rom
happy,hayuk ah ikut biar ramai liat acara waisak ikut :),hayuk ah ikut biar ramai liat acara waisak ikut,hayuk ah ikut biar ramai lihat acara waisak ikut,"['hayuk', 'ah', 'ikut', 'biar', 'ramai', 'lihat', 'acara', 'waisak', 'ikut']",hayuk ah biar ramai lihat acara waisak
happy,udaranya mendukung sangat buat makan abis itu tidur hoam :o,udaranya mendukung sangat buat makan abis itu tidur hoam o,udaranya mendukung sangat buat makan habis itu tidur hoam o,"['udaranya', 'mendukung', 'sangat', 'buat', 'makan', 'habis', 'itu', 'tidur', 'hoam', 'o']",udaranya mendukung makan habis tidur hoam o
happy,samasama ya makasih makasih fans selamat jadi anak rumahan :d,samasama ya makasih makasih fans selamat jadi anak rumahan d,samasama ya fan selamat jadi anak rumahan di,"['samasama', 'ya', 'fan', 'selamat', 'jadi', 'anak', 'rumahan', 'di']",samasama ya fan selamat anak rumahan
happy,selamat sore raper tampan :),selamat sore raper tampan,selamat sore raper tampan,"['selamat', 'sore', 'raper', 'tampan']",selamat sore raper tampan
happy,mkasih aji selamat ulang tahun,mkasih aji selamat ulang tahun,mkasih aji selamat ulang tahun,"['mkasih', 'aji', 'selamat', 'ulang', 'tahun']",mkasih aji selamat ulang
anger,ni wasit kemarin kepemimpinan nya bagus sekarang apan!,ni wasit kemarin kepemimpinan nya bagus sekarang apan,nih wasit kemarin kepemimpinan ya bagus sekarang apan,"['nih', 'wasit', 'kemarin', 'kepemimpinan', 'ya', 'bagus', 'sekarang', 'apan']",wasit kemarin kepemimpinan ya bagus apan
happy,enak sekali apalagi belin w baksonya :d makan bakso yang pedas sangat enak kali ya,enak sekali apalagi belin w baksonya d makan bakso yang pedas sangat enak kali ya,enak sekali apalagi belin gue baksonya di makan bakso yang pedas sangat enak kali ya,"['enak', 'sekali', 'apalagi', 'belin', 'gue', 'baksonya', 'di', 'makan', 'bakso', 'yang', 'pedas', 'sangat', 'enak', 'kali', 'ya']",enak belin baksonya makan bakso pedas enak kali ya
happy,wkwk oke baiklah :D,wkwk oke baiklah d,wkwk oke baiklah di,"['wkwk', 'oke', 'baiklah', 'di']",wkwk oke baiklah
sadness,oh yang sabar ya:) video anime2 saya ran :'( banyak sangat yang ke apus :'( :'( :'(,oh yang sabar ya video anime saya ran banyak sangat yang ke apus,oh yang sabar ya video anime saya ran banyak sangat yang ke hapus,"['oh', 'yang', 'sabar', 'ya', 'video', 'anime', 'saya', 'ran', 'banyak', 'sangat', 'yang', 'ke', 'hapus']",oh sabar ya video anime ran hapus
sadness,salah saya apa ya hm-_-,salah saya apa ya hm,salah saya apa ya hm,"['salah', 'saya', 'apa', 'ya', 'hm']",salah ya hm
sadness,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw! </3,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw,"['sakit', 'memang', 'melepas', 'orang', 'yang', 'kita', 'sayang', 'namun', 'jangan', 'salah', 'jauh', 'lebih', 'sakit', 'kalau', 'kita', 'bertahan', 'dengan', 'orang', 'yang', 'salah', 'ouw']",sakit melepas orang sayang salah sakit bertahan orang salah ouw
anger,yaelah cuma beb2an saja lagi kalau cowok saya beb2an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya,yaelah cuma beban saja lagi kalau cowok saya beban tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya,yaelah cuma beban saja lagi kalau cowok saya beban tapi saya tahu itu cuma berteman saya coba mengerti kenapa sih kamu dendam sangat sama saya,"['yaelah', 'cuma', 'beban', 'saja', 'lagi', 'kalau', 'cowok', 'saya', 'beban', 'tapi', 'saya', 'tahu', 'itu', 'cuma', 'berteman', 'saya', 'coba', 'mengerti', 'kenapa', 'sih', 'kamu', 'dendam', 'sangat', 'sama', 'saya']",yaelah beban cowok beban berteman coba mengerti dendam
sadness,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak-happy begitu suatu sat saya bahagia :(,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidakhappy begitu suatu sat saya bahagia,sekarang mah belum bisa menyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kayak tidakhappy begitu suatu sat saya bahagia,"['sekarang', 'mah', 'belum', 'bisa', 'menyengir', 'masih', 'stay', 'sama', 'emot', 'itu', 'memang', 'kenapa', 'sih', 'kalau', 'suatu', 'sat', 'us', 'kayak', 'tidakhappy', 'begitu', 'suatu', 'sat', 'saya', 'bahagia']",mah menyengir stay emot sat us kayak tidakhappy sat bahagia
sadness,hehe iya masih sakit fir -_-,hehe iya masih sakit fir,hehe iya masih sakit fir,"['hehe', 'iya', 'masih', 'sakit', 'fir']",hehe sakit fir
anger,ngotak ! tidak-usah pakai emosi :) egois bngst !,ngotak tidakusah pakai emosi egois bngst,ngotak tidakusah pakai emosi egois bngst,"['ngotak', 'tidakusah', 'pakai', 'emosi', 'egois', 'bngst']",ngotak tidakusah pakai emosi egois bngst
sadness,nungu bis hahaha tidak-enak :( tol kebon jeruk - tomang),nungu bis hahaha tidakenak tol kebon jeruk tomang,nungu bis hahaha tidakenak tol kebon jeruk tomang,"['nungu', 'bis', 'hahaha', 'tidakenak', 'tol', 'kebon', 'jeruk', 'tomang']",nungu bis hahaha tidakenak tol kebon jeruk tomang
anger,haha makanya jujur ay jangan bohong haha jangan satu ! : bohong di jual lagi hayo,haha makanya jujur ay jangan bohong haha jangan satu bohong di jual lagi hayo,haha makanya jujur ay jangan bohong haha jangan satu bohong di jual lagi hayo,"['haha', 'makanya', 'jujur', 'ay', 'jangan', 'bohong', 'haha', 'jangan', 'satu', 'bohong', 'di', 'jual', 'lagi', 'hayo']",haha jujur ay bohong haha bohong jual hayo
happy,lawan saya mah pasti menang saya nya ta tidak-enak :p,lawan saya mah pasti menang saya nya ta tidakenak p,lawan saya mah pasti menang saya ya ta tidakenak p,"['lawan', 'saya', 'mah', 'pasti', 'menang', 'saya', 'ya', 'ta', 'tidakenak', 'p']",lawan mah menang ya ta tidakenak p
sadness,makan salah tidak-makan juga lebih salah maunya apa sih nih tengorokan -_-,makan salah tidakmakan juga lebih salah maunya apa sih nih tengorokan,makan salah tidakmakan juga lebih salah maunya apa sih nih tengorokan,"['makan', 'salah', 'tidakmakan', 'juga', 'lebih', 'salah', 'maunya', 'apa', 'sih', 'nih', 'tengorokan']",makan salah tidakmakan salah maunya tengorokan
anger,teman kamu yang sudah nusuk kamu dari blkang malah dialem2 seandainya mulut saya bocor sudah bertengkar kali kamu ber2 sayngnya saya gabakat ngadu2an -_-,teman kamu yang sudah nusuk kamu dari blkang malah dialem seandainya mulut saya bocor sudah bertengkar kali kamu ber sayngnya saya gabakat ngaduan,teman kamu yang sudah menusuk kamu dari belakang malah dialem seandainya mulut saya bocor sudah bertengkar kali kamu ber sayngnya saya gabakat ngaduan,"['teman', 'kamu', 'yang', 'sudah', 'menusuk', 'kamu', 'dari', 'belakang', 'malah', 'dialem', 'seandainya', 'mulut', 'saya', 'bocor', 'sudah', 'bertengkar', 'kali', 'kamu', 'ber', 'sayngnya', 'saya', 'gabakat', 'ngaduan']",teman menusuk dialem seandainya mulut bocor bertengkar kali ber sayngnya gabakat ngaduan
anger,dunia ini memang keras kalau menghadapinya dengan lembek ya tidak-usah hidup !,dunia ini memang keras kalau menghadapinya dengan lembek ya tidakusah hidup,dunia ini memang keras kalau menghadapinya dengan lembek ya tidakusah hidup,"['dunia', 'ini', 'memang', 'keras', 'kalau', 'menghadapinya', 'dengan', 'lembek', 'ya', 'tidakusah', 'hidup']",dunia keras menghadapinya lembek ya tidakusah hidup
sadness,jauh dalam hati saya cemburu dengan kedekatan kamu sama dia that's great! kep positive thinking!,jauh dalam hati saya cemburu dengan kedekatan kamu sama dia thats great kep positive thinking,jauh dalam hati saya cemburu dengan kedekatan kamu sama dia thats great kep positive thinking,"['jauh', 'dalam', 'hati', 'saya', 'cemburu', 'dengan', 'kedekatan', 'kamu', 'sama', 'dia', 'thats', 'great', 'kep', 'positive', 'thinking']",hati cemburu kedekatan thats great kep positive thinking
